State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Haryana,Sonipat,"Ganaur APMC","Bottle gourd","Bottle Gourd",Medium,03/09/2026,1000,1500,1200
Haryana,Sonipat,"Ganaur APMC",Yam(Ratalu),"Yam (Ratalu)",Medium,03/09/2026,2000,3000,2500
Haryana,Sonipat,"Ganaur APMC",Ridgeguard(Tori),Ridgeguard(Tori),Medium,03/09/2026,2500,3000,2800
Haryana,Sonipat,"Ganaur APMC",Spinach,Spinach,Medium,03/09/2026,3000,4000,3500
Haryana,Sonipat,"Ganaur APMC",Cucumbar(Kheera),Cucumbar,Medium,03/09/2026,3000,4000,3500
Haryana,Sonipat,"Ganaur APMC","Green Chilli","Green Chilly",Medium,03/09/2026,4000,5000,4500
Haryana,Sonipat,"Ganaur APMC",Garlic,Average,Local,03/09/2026,12000,15000,14000
Haryana,Sonipat,"Ganaur APMC",Banana,"Banana - Ripe",Medium,03/09/2026,3000,4000,3500
Haryana,Mewat,"FerozpurZirkha(Nagina) APMC",Tomato,Other,Local,03/09/2026,2400,2800,2600
Punjab,Gurdaspur,"Dera Baba Nanak APMC","Bitter gourd",Other,"Grade A",03/09/2026,865,865,865
Punjab,Gurdaspur,"Quadian APMC",Apple,Other,"Grade A",03/09/2026,3800,4000,3900
Punjab,Gurdaspur,"Quadian APMC",Brinjal,Other,"Grade A",03/09/2026,1200,1400,1300
Punjab,Gurdaspur,"Quadian APMC",Cabbage,Other,"Grade A",03/09/2026,1400,1600,1500
Punjab,Gurdaspur,"Quadian APMC",Onion,Other,"Grade A",03/09/2026,3300,3500,3400
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi) APMC",Onion,Other,FAQ,03/09/2026,4000,4000,4000
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi) APMC",Tomato,Other,FAQ,03/09/2026,2200,2200,2200
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi) APMC",Spinach,Other,FAQ,03/09/2026,2000,2000,2000
Keralam,Kollam,"Anchal Market",Ashgourd,Ashgourd,Local,03/09/2026,6300,6300,6300
Keralam,Kollam,"Anchal Market",Amaranthus,Amaranthus,Local,03/09/2026,3700,3700,3700
Keralam,Kollam,"Anchal Market","Bottle gourd","Bottle Gourd",Local,03/09/2026,2800,2800,2800
Keralam,Kollam,"Anchal Market",Capsicum,Capsicum,Local,03/09/2026,5700,5700,5700
Keralam,Kollam,"Anchal Market","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,03/09/2026,4600,4600,4600
Keralam,Kollam,"Anchal Market",Banana,Robusta,Medium,03/09/2026,4300,4300,4300
Keralam,Kollam,"Anchal Market",Pineapple,Other,Local,03/09/2026,6700,6700,6700
Rajasthan,Kota,"Kota APMC",Paddy(Basmati),Other,Local,03/09/2026,4100,4100,4100
Rajasthan,Jhunjhunu,"Nawalgarh APMC",Onion,Red,Local,03/09/2026,2260,2260,2260
Rajasthan,Hanumangarh,"Goluwala APMC",Tomato,Deshi,Non-FAQ,03/09/2026,2800,3000,3000
Rajasthan,Hanumangarh,"Rawatsar APMC",Onion,"1st Sort",FAQ,03/09/2026,1200,1800,1500
"Andhra Pradesh",NTR,"Nandigama APMC",Paddy(Common),"B P T","Grade Range-1",03/09/2026,2360,2360,2360
Rajasthan,Jhunjhunu,"Surajgarh APMC",Mustard,Other,FAQ,03/09/2026,7530,7530,7530
Rajasthan,Chittorgarh,"Kapasan APMC",Wheat,Lokwan,FAQ,03/09/2026,2400,2600,2500
Keralam,Kottayam,"Athirampuzha Market","Banana - Green","Banana - Green",FAQ,03/09/2026,6000,6200,6100
Keralam,Kottayam,"Athirampuzha Market",Cabbage,Cabbage,FAQ,03/09/2026,3000,3200,3100
Keralam,Kottayam,"Athirampuzha Market",Capsicum,Capsicum,FAQ,03/09/2026,5000,5200,5100
Keralam,Kottayam,"Athirampuzha Market",Colacasia,Other,FAQ,03/09/2026,7000,7200,7100
Keralam,Kottayam,"Athirampuzha Market","French Beans(Frasbean)","French Beans (Frasbean)",FAQ,03/09/2026,6500,6700,6600
Keralam,Kottayam,"Athirampuzha Market",Galgal(Lemon),Galgal(Lemon),FAQ,03/09/2026,19000,20000,19500
Keralam,Kottayam,"Athirampuzha Market",Tomato,Tomato,FAQ,03/09/2026,3000,3200,3100
Keralam,Kottayam,"Athirampuzha Market",Onion,Big,FAQ,03/09/2026,5800,6000,5900
Keralam,Kottayam,"Athirampuzha Market",Coconut,Other,FAQ,03/09/2026,6200,6400,6300
Keralam,Kottayam,"Pala Market","Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2026,4900,5600,5200
Keralam,Kottayam,"Pala Market",Carrot,Carrot,FAQ,03/09/2026,8800,9400,9200
Keralam,Kottayam,"Pala Market",Onion,Onion,"Grade A",03/09/2026,8400,9000,8800
Keralam,Kottayam,"Pala Market","Little gourd(Kundru)",Other,FAQ,03/09/2026,5400,6800,6200
"Jammu and Kashmir",Baramulla,"Sopore (Nowpora) (F&V)",Apple,Delicious,"Grade A",03/09/2026,3200,3200,3200
"Jammu and Kashmir",Baramulla,"Sopore (Nowpora) (F&V)",Apple,Other,"Grade A",03/09/2026,6800,6800,6800
Keralam,Kottayam,"Thalayolaparambu Market",Banana,Palayamthodan,Medium,03/09/2026,2500,2800,2600
Keralam,Kottayam,"Thalayolaparambu Market",Pineapple,"Pine Apple",Medium,03/09/2026,7000,7400,7200
Keralam,Kottayam,"Thalayolaparambu Market",Ashgourd,Ashgourd,FAQ,03/09/2026,1700,2000,1800
Keralam,Kottayam,"Thalayolaparambu Market","Bitter gourd","Bitter Gourd",FAQ,03/09/2026,4400,4800,4500
Keralam,Alappuzha,"Harippad Market","Banana - Green",Other,FAQ,03/09/2026,8000,8500,8000
Keralam,Alappuzha,"Harippad Market","Bottle gourd",Other,FAQ,03/09/2026,2500,3000,2500
Keralam,Alappuzha,"Harippad Market",Capsicum,Capsicum,FAQ,03/09/2026,9000,9500,9000
"Andhra Pradesh",Nandyal,"Nandyal APMC",Paddy(Common),Paddy,Local,03/09/2026,2380,2380,2380
Punjab,Muktsar,"Malout APMC",Banana,Other,"Grade A",03/09/2026,2800,2800,2800
Punjab,Muktsar,"Malout APMC",Guava,Guava,"Grade A",03/09/2026,1500,1500,1500
Punjab,Muktsar,"Malout APMC",Pomegranate,Pomogranate,"Grade A",03/09/2026,13000,13000,13000
Punjab,Patiala,"Ghanaur APMC",Potato,Other,FAQ,03/09/2026,800,1000,900
Punjab,Patiala,"Nabha APMC","Mousambi(Sweet Lime)",Other,"Grade B",03/09/2026,2600,4000,3200
Punjab,Patiala,"Nabha APMC","Water Melon",Other,"Grade B",03/09/2026,1800,1800,1800
Punjab,Patiala,"Nabha APMC",Apple,Other,"Grade B",03/09/2026,4000,9000,5600
Punjab,Patiala,"Nabha APMC",Guava,Other,"Grade B",03/09/2026,2600,2600,2600
Keralam,Ernakulam,"Koovapadi VFPCK Market",Tapioca,Tapioca,"Grade A",03/09/2026,2800,3000,2900
Keralam,Ernakulam,"Koovapadi VFPCK Market",Banana,Palayamthodan,"Grade A",03/09/2026,2000,2600,2200
Punjab,Patiala,"Patiala APMC",Brinjal,Brinjal,"Grade A",03/09/2026,1700,2500,2100
Punjab,Patiala,"Patiala APMC","Green Chilli","Green Chilly","Grade A",03/09/2026,1700,2500,2100
Punjab,Patiala,"Patiala APMC",Lemon,Lemon,"Grade B",03/09/2026,3300,4000,3600
Punjab,Patiala,"Patiala APMC",Potato,Potato,"Grade B",03/09/2026,500,700,600
Punjab,Patiala,"Patiala APMC",Apple,"Kasmir/Shimla - II","Grade A",03/09/2026,10000,12000,11000
Punjab,Patiala,"Patiala APMC",Pomegranate,Other,"Grade B",03/09/2026,8000,10000,9000
Keralam,Ernakulam,"Perumbavoor Market",Amaranthus,Amaranthus,Medium,03/09/2026,2000,3000,2500
Keralam,Ernakulam,"Perumbavoor Market",Colacasia,Other,Medium,03/09/2026,3500,4500,4000
Keralam,Ernakulam,"Perumbavoor Market",Mango(Raw-Ripe),"Mango - Raw-Ripe",Medium,03/09/2026,5000,6400,5700
Keralam,Ernakulam,"Perumbavoor Market",Pineapple,"Pine Apple",Medium,03/09/2026,4000,5000,4500
Punjab,Sangrur,"Ahmedgarh APMC",Pumpkin,Pumpkin,Local,03/09/2026,2200,2500,2500
Punjab,Sangrur,"Ahmedgarh APMC",Banana,Other,Local,03/09/2026,2600,3000,3000
Keralam,Palakad,"Pattambi Market","Green Chilli","Green Chilly",FAQ,03/09/2026,5000,6000,5500
Keralam,Palakad,"Pattambi Market",Onion,Onion,FAQ,03/09/2026,8000,8500,8200
Keralam,Palakad,"Pattambi Market",Pumpkin,Pumpkin,FAQ,03/09/2026,1200,1600,1300
Keralam,Palakad,"Pattambi Market","Sweet Potato","Sweet Potato",FAQ,03/09/2026,4500,5000,4800
Keralam,Palakad,"Pattambi Market","Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2026,3500,4500,3800
Keralam,Palakad,"Pattambi Market",Brinjal,Brinjal,FAQ,03/09/2026,3000,4000,3500
Keralam,Palakad,"Pattambi Market",Cowpea(Veg),"Cowpea (Veg)",FAQ,03/09/2026,4500,5000,4800
Keralam,Palakad,"Pattambi Market",Cucumbar(Kheera),Cucumbar,FAQ,03/09/2026,1500,2000,1800
Keralam,Palakad,"Pattambi Market",Drumstick,Drumstick,FAQ,03/09/2026,3500,4000,3800
Punjab,Sangrur,"Dhuri APMC",Papaya,Other,Medium,03/09/2026,3100,3300,3200
Punjab,Sangrur,"Dhuri APMC",Potato,Other,Medium,03/09/2026,600,650,630
Punjab,Sangrur,"Dhuri APMC","Mousambi(Sweet Lime)",Other,Medium,03/09/2026,3700,4000,3900
Punjab,Sangrur,"Malerkotla APMC","Bottle gourd","Bottle Gourd",Local,03/09/2026,1500,2000,1800
Punjab,Sangrur,"Malerkotla APMC",Cauliflower,Other,Local,03/09/2026,2500,4000,3500
Punjab,Sangrur,"Malerkotla APMC",Cowpea(Veg),"Cowpea (Veg)",Local,03/09/2026,3200,3200,3200
Punjab,Sangrur,"Malerkotla APMC",Potato,Other,Local,03/09/2026,300,600,500
Punjab,Tarntaran,"Tarantaran APMC",Cauliflower,Other,Local,03/09/2026,2800,2800,2800
"Andhra Pradesh",Chittor,"Chittoor APMC",Gur(Jaggery),"NO 2",Local,03/09/2026,3000,3500,3500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Tomato,Local,Local,03/09/2026,1000,1400,1200
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Brinjal,Round,Local,03/09/2026,4000,4400,4200
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Tomato,Deshi,Local,03/09/2026,2600,3000,2800
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,03/09/2026,2200,2500,2350
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,03/09/2026,2500,2800,2650
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Coconut,Coconut,Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Drumstick,Drumstick,Local,03/09/2026,2200,2500,2350
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Dharmapuri,"Dharmapuri(Uzhavar Sandhai )",Papaya,Papaya,Local,03/09/2026,3600,3800,3700
"Tamil Nadu",Dharmapuri,"Dharmapuri(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,03/09/2026,1300,1400,1350
"Tamil Nadu",Dharmapuri,"Dharmapuri(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,03/09/2026,8800,9200,9000
"Tamil Nadu",Dharmapuri,"Dharmapuri(Uzhavar Sandhai )",Drumstick,Drumstick,Local,03/09/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Dharmapuri(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,03/09/2026,6500,7000,6750
"Tamil Nadu",Dharmapuri,"Dharmapuri(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,03/09/2026,8000,8500,8250
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )",Garlic,Garlic,Local,03/09/2026,19500,20000,19750
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,03/09/2026,3200,3500,3350
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,2200,2500,2350
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,03/09/2026,2000,2500,2250
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2026,3400,3600,3500
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,03/09/2026,4200,4500,4350
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,03/09/2026,4000,4400,4200
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,03/09/2026,5600,6000,5800
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,03/09/2026,5500,6000,5750
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )",Potato,"Red Nanital",Local,03/09/2026,3300,3500,3400
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,03/09/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,03/09/2026,4600,5000,4800
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,03/09/2026,5500,6000,5750
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,03/09/2026,21000,22000,21500
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )",Drumstick,Drumstick,Local,03/09/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,03/09/2026,5500,6000,5750
"Tamil Nadu",Dharmapuri,"Pennagaram(Uzhavar Sandhai )","Onion Green","Onion Green",Local,03/09/2026,5500,6000,5750
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai )",Onion,Bellary,Local,03/09/2026,5000,6000,5500
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,03/09/2026,1500,2000,1750
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,03/09/2026,7000,8000,7500
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,03/09/2026,4000,6000,5000
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai )",Raddish,Raddish,Local,03/09/2026,3600,4000,3800
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Green Peas","Green Peas",Local,03/09/2026,12000,15000,13500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Papaya,Papaya,Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,03/09/2026,3000,4000,3500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Ashgourd,Gouard,Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,03/09/2026,14000,16000,15000
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,03/09/2026,7000,8000,7500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Coconut,Coconut,Local,03/09/2026,6000,6500,6250
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,03/09/2026,4000,5000,4500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Beetroot,Beetroot,Local,03/09/2026,7000,8000,7500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2026,5000,6000,5500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Raddish,Raddish,Local,03/09/2026,3000,4000,3500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,03/09/2026,5000,6000,5500
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai )",Banana,"Red Banana",Local,03/09/2026,8000,9000,8500
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,03/09/2026,1200,1600,1400
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,03/09/2026,3000,3600,3300
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai )",Coconut,Coconut,Local,03/09/2026,5000,5500,5250
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai )",Drumstick,Drumstick,Local,03/09/2026,1600,2000,1800
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,03/09/2026,7000,8000,7500
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,03/09/2026,3000,5000,4000
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,03/09/2026,4000,5000,4500
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Tomato,Other,Local,03/09/2026,2000,2400,2200
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,03/09/2026,5500,6000,5750
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,03/09/2026,3000,3200,3100
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )","Bitter gourd",Other,Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Ashgourd,Gouard,Local,03/09/2026,2000,2400,2200
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Lemon,Lemon,Local,03/09/2026,22000,24000,23000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,3000,3000,3000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,03/09/2026,6000,6000,6000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,03/09/2026,5000,5000,5000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,03/09/2026,3500,3500,3500
"Tamil Nadu",Kancheepuram,"Kancheepuram(Uzhavar Sandhai )",Coconut,Coconut,Local,03/09/2026,5500,6500,6000
"Tamil Nadu",Kancheepuram,"Kancheepuram(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Kancheepuram,"Kancheepuram(Uzhavar Sandhai )","Green Avare(W)",Other,Local,03/09/2026,5000,7000,6000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai )",Onion,Bellary,Local,03/09/2026,4000,5000,4500
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,3600,3600,3600
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai )",Tapioca,Tapioca,Local,03/09/2026,2500,3500,3000
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,03/09/2026,2000,2500,2250
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,03/09/2026,4500,5500,5000
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai )",Tomato,Other,Local,03/09/2026,2500,2500,2500
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,4000,4000,4000
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai )",Coconut,Coconut,Local,03/09/2026,5000,6000,5500
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai )",Cabbage,Cabbage,Local,03/09/2026,3000,3000,3000
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,03/09/2026,4000,4000,4000
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai )",Colacasia,Colacasia,Local,03/09/2026,3000,3000,3000
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Tomato,Deshi,Local,03/09/2026,2400,2800,2600
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Potato,"Red Nanital",Local,03/09/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,03/09/2026,14000,15000,14500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Tapioca,Tapioca,Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Carrot,Pusakesar,Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Beetroot,Beetroot,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Raddish,Raddish,Local,03/09/2026,1000,1200,1100
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,03/09/2026,5000,5500,5250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,03/09/2026,1500,2000,1750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Yam(Ratalu),"Yam (Ratalu)",Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Lemon,Lemon,Local,03/09/2026,14000,15000,14500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,03/09/2026,3500,4000,3750
